geometry,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,name,phone,ref:CNES,ref:vatin,website,wheelchair,wikidata,wikipedia,name:pt,addr:city,addr:state,addr:suburb,contact:facebook,contact:flickr,contact:instagram,contact:twitter,contact:youtube,email,emergency,fax,military_service,opening_hours,operator,operator:wikidata,short_name,start_date,landuse,military,operator:short,police,contact:phone,contact:website,toilets:wheelchair,official_name,shelter,bench,healthcare:speciality,wikimedia_commons,departures_board,description,gtfs_id,route_ref,barrier,check_date,operator:type,mobile,addr:country,alt_name,name:en,name:etymology:wikidata,url,building,source,loc_name,contact:email,contact:fax,operator:ref:vatin,operator:wikipedia,internet_access,contact:linkedin,old_name,height,toilets,area,internet_access:fee,note,payment:cash,payment:credit_cards,payment:debit_cards,internet_access:ssid,building:levels,brand:wikidata,contact:google_plus,wall,ele,fixme,level,payment:account_cards,payment:american_express,payment:cheque,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,tourism,addr:district,disused:amenity,disused:studio,old_website,fence_type,type,addr:housename,roof:colour,roof:shape,contact:spotify,addr:subdistrict
"POLYGON ((-46.6628389 -23.5388438, -46.6627584 -23.5386899, -46.6626429 -23.5384769, -46.6627832 -23.5383475, -46.6627597 -23.5382974, -46.6626386 -23.5380395, -46.6625888 -23.5379333, -46.6615474 -23.5388908, -46.6615174 -23.5389203, -46.6615074 -23.5389437, -46.6614999 -23.5389711, -46.6615612 -23.5400433, -46.6617732 -23.5398782, -46.6618003 -23.5398575, -46.6618588 -23.5398154, -46.6618332 -23.5397827, -46.661871 -23.5397515, -46.6618988 -23.5397826, -46.6619256 -23.5397622, -46.6619722 -23.5397267, -46.6619629 -23.5396631, -46.6619591 -23.5396322, -46.6620144 -23.5395966, -46.6619521 -23.5395288, -46.6619637 -23.5395198, -46.6621732 -23.5393754, -46.6622841 -23.5392952, -46.6624478 -23.5391659, -46.6626749 -23.538977, -46.6626938 -23.5389627, -46.6628389 -23.5388438))",1486,01232-010,Rua Conselheiro Brotero,hospital,hospital,Hospital Samaritano,,,,,,,pt:Hospital Samaritano de São Paulo,,São Paulo,SP,Santa Cecília,,,,,,,yes,,,,,,,1894-01-25,,,,,+55 11 3821-5300,https://samaritano.com.br,,,,,,,,,,,wall,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6462695 -23.5694631, -46.6461362 -23.5693175, -46.6461208 -23.569301, -46.646105 -23.5692836, -46.646 -23.5691699, -46.6458588 -23.5690168, -46.6458322 -23.568988, -46.6456851 -23.5688286, -46.6456548 -23.5687957, -46.6456218 -23.5688214, -46.6454768 -23.5689337, -46.6451521 -23.5691928, -46.6444518 -23.5697514, -46.6443888 -23.5698018, -46.6444114 -23.5698262, -46.6444368 -23.5698537, -46.644503 -23.5699255, -46.6445145 -23.5699379, -46.64457 -23.569998, -46.6446002 -23.5700308, -46.6446951 -23.5701336, -46.6449926 -23.5704452, -46.6453641 -23.5701513, -46.6457206 -23.5698798, -46.6459916 -23.5696734, -46.6462695 -23.5694631))",200,01310-000,Avenida Paulista,hospital,hospital,Hospital Santa Catarina,+55 11 3016-4133,2688603,BR60922168000771,,,Q10298462,pt:Hospital Santa Catarina,,São Paulo,,Bela Vista,,,,,,,yes,,,,,,,,,,,,+55 11 3016-4133,http://www.hospitalsantacatarina.org.br/Paginas/Default.aspx,,,,,,Category:Hospital Santa Catarina,,,,,,,,,,,,,,,,,,+55 11 3016-4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.650836 -23.5423873, -46.6508262 -23.5420382, -46.6506874 -23.5420415, -46.6506917 -23.5421957, -46.6506944 -23.5422918, -46.6506357 -23.5422932, -46.6506384 -23.5423869, -46.6506725 -23.5423861, -46.6506721 -23.5423713, -46.6508077 -23.542368, -46.6508083 -23.5423879, -46.650836 -23.5423873))",,,,hospital,hospital,Departamento de Cirurgia,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6508261 -23.5430172, -46.6508083 -23.5423879, -46.6508077 -23.542368, -46.6506721 -23.5423713, -46.6506725 -23.5423861, -46.6506787 -23.542606, -46.6506618 -23.5426064, -46.6506674 -23.5428055, -46.6506882 -23.542805, -46.6506943 -23.5430233, -46.6506947 -23.5430385, -46.6508266 -23.5430353, -46.6508261 -23.5430172))",311,01238-010,Rua Dona Veridiana,hospital,hospital,Hospital Santa Isabel,,,,https://hospitalhsi.com.br/,yes,Q10298464,pt:Hospital Santa Isabel (Blumenau),,São Paulo,,Higienópolis,,,,,,,yes,,,24/7,Rede D'Or,,,,,,,,,,,,,,general;emergency;gynaecology;intensive;radiology,,,"O Hospital Santa Isabel, unidade particular que era até 2022 vinculada à Irmandade da Santa Casa de Misericórdia de São Paulo. Foi adquirido pela Rede D’Or em novembro de 2021 e assumiu o controle em fevereiro de 2022.",,,,,private,,,,,,,,,,,,,,wlan,,,41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6508584 -23.5430165, -46.6508543 -23.5427994, -46.6508863 -23.5427979, -46.6508844 -23.5427639, -46.6508525 -23.5427654, -46.6508516 -23.5427483, -46.6508974 -23.5427461, -46.6508947 -23.5426962, -46.6508924 -23.5426553, -46.6508511 -23.5426573, -46.650836 -23.5423873, -46.6508083 -23.5423879, -46.6508261 -23.5430172, -46.6508584 -23.5430165))",311,01238-010,Rua Dona Veridiana,hospital,hospital,Hospital Santa Isabel,,,,https://hospitalhsi.com.br/,yes,Q10298464,pt:Hospital Santa Isabel (Blumenau),,São Paulo,,Higienópolis,,,,,,,yes,,,24/7,Rede D'Or,,,,,,,,,,,,,,general;emergency;gynaecology;intensive;radiology,,,"O Hospital Santa Isabel, unidade particular que era até 2022 vinculada à Irmandade da Santa Casa de Misericórdia de São Paulo. Foi adquirido pela Rede D’Or em novembro de 2021 e assumiu o controle em fevereiro de 2022.",,,,,private,,,,,,,,,,,,,,wlan,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6508584 -23.5430165, -46.6508261 -23.5430172, -46.6508266 -23.5430353, -46.6506947 -23.5430385, -46.6506943 -23.5430233, -46.6506574 -23.5430242, -46.6506599 -23.5431123, -46.6506696 -23.5431121, -46.6506708 -23.5431556, -46.650696 -23.543155, -46.6506949 -23.5431198, -46.6507191 -23.5431193, -46.6507261 -23.5433691, -46.6508681 -23.5433657, -46.6508584 -23.5430165))",,,,hospital,hospital,Departamento de Obstetrícia e Ginecologia,,,,,,Q10303688,pt:Irmandade da Santa Casa de Misericórdia de São Paulo,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,Category:Irmandade da Santa Casa de Misericórdia de São Paulo,,,,,,,,,,,,,,yes,,,,,,,,,,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6499887 -23.5433824, -46.6499842 -23.5432418, -46.6499799 -23.5430946, -46.649974 -23.5430936, -46.6499232 -23.5430948, -46.6499222 -23.5430888, -46.6499211 -23.5430487, -46.6499172 -23.5430456, -46.6498882 -23.5430464, -46.6498846 -23.5430497, -46.649886 -23.5430965, -46.6498576 -23.5430978, -46.6498286 -23.5430985, -46.6498263 -23.543103, -46.6498341 -23.5433875, -46.6499887 -23.5433824))",112,01222-020,Rua Doutor Cesário Mota Júnior,hospital,hospital,Pronto Socorro Central - Santa Casa de São Paulo,,,,,,Q10303688,pt:Irmandade da Santa Casa de Misericórdia de São Paulo,,São Paulo,,Vila Buarque,,,,,,,yes,,,,Santa Casa de São Paulo,,,,,,,,,,,,,,,Category:Irmandade da Santa Casa de Misericórdia de São Paulo,,,,,,,public,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6730709 -23.4805257, -46.6730859 -23.480344, -46.6730898 -23.4802681, -46.6727129 -23.4799353, -46.6724797 -23.4797775, -46.6722466 -23.4796652, -46.6720513 -23.4795957, -46.6719055 -23.4796011, -46.6717802 -23.4796144, -46.6717094 -23.4795042, -46.671684 -23.4794647, -46.6714471 -23.4795392, -46.6712499 -23.4795288, -46.6709738 -23.4794983, -46.6706066 -23.4794577, -46.6699537 -23.4793878, -46.6701799 -23.4799566, -46.6700662 -23.4799941, -46.6705659 -23.4810877, -46.6715709 -23.4807208, -46.6717649 -23.4807758, -46.6719621 -23.4808437, -46.6721496 -23.4808534, -46.6730709 -23.4805257))",3100,,Avenida Deputado Emílio Carlos,hospital,hospital,Hospital Maternidade Cachoeirinha,,,,,,,,,São Paulo,,Vila Nova Cachoeirinha,,,,,,,yes,,,,Secretaria Municipal da Saúde,,,,,,,,,,,,,,neonatal;obstetrícia,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6476788 -23.5605217, -46.6470194 -23.5604526, -46.6470686 -23.5600095, -46.6470813 -23.5600101, -46.6470914 -23.560011, -46.6472593 -23.5600259, -46.6475644 -23.560053, -46.6476823 -23.5603604, -46.6476981 -23.5604196, -46.6476788 -23.5605217))",251,01329-000,Rua dos Franceses,hospital,hospital,Hospital Municipal Infantil Menino Jesus,,2078325,BR46392148001434,,,,,,São Paulo,São Paulo,,,,,,,,yes,,,,,,HMIMJ,,,,,,+55 11 3016-0500,http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/hospital_municipal_infantil_menino_jesus/,,,,,paediatrics,,,,,,,,,,BR,,,,,,,,,+55 11 3016-0501,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5692959 -23.5069671, -46.5689841 -23.5069722, -46.5689886 -23.5072075, -46.568686 -23.5072125, -46.5687006 -23.5079688, -46.5693152 -23.5079588, -46.5692959 -23.5069671))",100,02189-000,Rua Pistoia,hospital,hospital,Hospital Nipo-Brasileiro,+55 11 2633-2200,2089777,BR60992427000650,http://www.hospitalnipo.org.br/,,,,,São Paulo,,Jardim Novo Mundo,https://www.facebook.com/hospitalnipobrasileiro,,,,,,yes,,,,Beneficência Nipo-Brasileira de São Paulo,,HNB,1988-06-16,,,,,,,,,,,acupuncture;paediatrics;surgery;ophthalmology;oncology;neurology;maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6300171 -23.5521118, -46.6300833 -23.552165, -46.6301013 -23.552146, -46.6301332 -23.5521716, -46.6301152 -23.5521907, -46.6301811 -23.5522437, -46.630265 -23.5521586, -46.6301974 -23.5521032, -46.6301785 -23.5521231, -46.6301503 -23.5521004, -46.6301695 -23.5520801, -46.6300997 -23.552022, -46.6300601 -23.552065, -46.6300171 -23.5521118))",180,01019-020,Rua do Carmo,hospital,hospital,Ambulatório do Sindicato dos Metalúrgicos de São Paulo,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,29.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6519754 -23.602556, -46.6519957 -23.6025063, -46.6520268 -23.6024301, -46.6520572 -23.6023556, -46.6520079 -23.6023394, -46.6519973 -23.6023693, -46.6520277 -23.60238, -46.6520242 -23.6023877, -46.6520134 -23.6023834, -46.6519856 -23.6024416, -46.6519712 -23.602436, -46.6519546 -23.6024756, -46.651946 -23.6025047, -46.6519237 -23.6024983, -46.6519821 -23.6022858, -46.6520162 -23.6022531, -46.6519828 -23.6022275, -46.6518416 -23.6023415, -46.6515798 -23.602071, -46.6515841 -23.6021133, -46.6516176 -23.6021581, -46.6515926 -23.6022193, -46.6516047 -23.6023587, -46.6516571 -23.6023564, -46.6516776 -23.6025131, -46.6516971 -23.6025213, -46.6517173 -23.6025707, -46.6517393 -23.6025698, -46.6517418 -23.6026177, -46.6517389 -23.6026311, -46.6517241 -23.6026329, -46.6517187 -23.6026393, -46.6517245 -23.6026826, -46.6517208 -23.6026973, -46.6517047 -23.602696, -46.6517013 -23.6027037, -46.6517049 -23.6027497, -46.6518403 -23.6027821, -46.6518865 -23.6026228, -46.6519091 -23.6026291, -46.651858 -23.6028161, -46.6518608 -23.6028168, -46.6518989 -23.6028262, -46.6519076 -23.6027624, -46.651908 -23.6027597, -46.6519243 -23.6026853, -46.6519249 -23.6026837, -46.6519507 -23.6026166, -46.6519644 -23.6025829, -46.6519754 -23.602556))",1100,,Avenida Rubem Berta,hospital,hospital,Hospital Ruben Berta,+55 11 5908-6474,2089084,BR00135740000135,https://rubenberta.com.br/,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,pmsp,,,,,,,,,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6460092 -23.5967317, -46.645953 -23.5961911, -46.645666 -23.5962161, -46.6457223 -23.5967568, -46.6458972 -23.5967415, -46.6460092 -23.5967317))",960,04038-002,Rua Borges Lagoa,hospital,hospital,HRIM – Hospital do Rim,+55 11 5087-8000,2089785,BR52803319000159,https://www.hrim.com.br/,yes,,,,São Paulo,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6439124 -23.5737655, -46.644062 -23.5738177, -46.6441392 -23.5736323, -46.6439895 -23.57358, -46.6439124 -23.5737655))",,,Rua Abílio Soares,hospital,hospital,HOlhos,,,,https://www.hospitalholhos.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6342802 -23.5635095, -46.6342576 -23.5634836, -46.6342861 -23.5634626, -46.6342211 -23.563385, -46.6341959 -23.5634032, -46.6341767 -23.5633811, -46.6341486 -23.5634057, -46.6341577 -23.563416, -46.6340943 -23.5634627, -46.6340174 -23.5635194, -46.634089 -23.5636052, -46.6342325 -23.5635018, -46.634256 -23.563527, -46.6342685 -23.563518, -46.6342802 -23.5635095))",49,01525-010,Rua Rocha Pombo,hospital,hospital,Hospital Adventista de São Paulo,+55 11 2838 7000,3166597,BR43586122000971,https://hasp.org.br/,,,,,,,Aclimação,,,,,,hospital.adventista@hasp.org.br,,,,,,,,,,,,,+55 11 3340 6990,,,,,,oncology;haematology;urology;endoscopia;ortopedia;surgery,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,8.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6249233 -23.5521751, -46.6249066 -23.552179, -46.6248285 -23.5521942, -46.624822 -23.552197, -46.6248167 -23.5522016, -46.6248131 -23.5522074, -46.6248114 -23.5522139, -46.6248106 -23.5522197, -46.6247841 -23.5522248, -46.6247443 -23.5522326, -46.6247421 -23.5522368, -46.6247616 -23.5523219, -46.6247651 -23.5523253, -46.6247878 -23.5523209, -46.6248236 -23.552314, -46.6248295 -23.5523135, -46.6248422 -23.5523688, -46.6248652 -23.5524694, -46.6248626 -23.5524735, -46.6248341 -23.552479, -46.6247986 -23.5524859, -46.6247996 -23.5524921, -46.6248234 -23.5525962, -46.6249152 -23.5525881, -46.6249162 -23.5525961, -46.6250048 -23.5525797, -46.624962 -23.5523712, -46.6249233 -23.5521751))",831,,Rua da Figueira,hospital,hospital,Hospital Sancta Maggiore,+55 11 4085-9810,,,http://sanctamaggiore.com.br/,,,,,São Paulo,,Móoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4737076 -23.4998131, -46.4735279 -23.5003198, -46.4734152 -23.5003961, -46.47286 -23.5004846, -46.4721599 -23.5005523, -46.4720379 -23.5005326, -46.4715457 -23.5000185, -46.4717214 -23.4999017, -46.4721371 -23.499609, -46.4724831 -23.4993027, -46.4727232 -23.4990371, -46.4728948 -23.4988563, -46.4734273 -23.4987431, -46.4735185 -23.4987394, -46.4736365 -23.4987849, -46.4736713 -23.4988464, -46.4736968 -23.4990137, -46.4737451 -23.4995106, -46.4737451 -23.4996791, -46.4737076 -23.4998131))",1989,03807-230,Alameda Rodrigo de Brum,hospital,,Hospital Municipal Professor Doutor Alípio Corrêa Netto,+55 11 3394-8030,,,,,,,,,,Vila Paranaguá,,,,,,,,,,,,,,1990-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4868074 -23.59546, -46.4872724 -23.5942187, -46.4866144 -23.5940117, -46.4861494 -23.595253, -46.4868074 -23.59546))",540,03958-000,Rua Ângelo de Cândia,hospital,hospital,Hospital Geral de São Mateus,+55 11 2014-5000,,,http://www.saude.sp.gov.br/hospital-geral-sao-mateus/,,Q91702722,,,São Mateus,,São Mateus,,,,,,,yes,,,,Secretaria de Estado da Saúde,,HGSM,,,,,,,,,,,,general;surgery;maternity;gynaecology;burn_clinic,Category:Hospital Geral de São Mateus,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4111014 -23.5280257, -46.4118678 -23.5274676, -46.4115299 -23.5270711, -46.4115062 -23.5270605, -46.4114876 -23.5270621, -46.4109743 -23.5274252, -46.4109046 -23.5274768, -46.4107305 -23.527597, -46.4107378 -23.5276057, -46.4111014 -23.5280257))",800,,Rua Serra Queimada,hospital,hospital,Pronto Socorro Municipal Julio Tupy,+55 11 2035-1821,2069032,,,,,,,São Paulo,,Parque Guaianazes,,,,,,,yes,,,,Prefeitura do Municipio de São Paulo,,,,,,,,,,,,,,general;emergency;paediatrics,,,,,,wall,,government,,,,,,,,,,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6322175 -23.6183345, -46.6321565 -23.6182918, -46.6321913 -23.6182187, -46.6322354 -23.618126, -46.6321759 -23.618102, -46.6321802 -23.618093, -46.6322106 -23.6181052, -46.6322179 -23.6181042, -46.6322223 -23.6181001, -46.6322253 -23.6180943, -46.6322274 -23.6180867, -46.632225 -23.6180806, -46.6322208 -23.6180749, -46.6321836 -23.6180598, -46.6321721 -23.6180581, -46.6321686 -23.6180589, -46.6321521 -23.6180938, -46.6320976 -23.6180718, -46.6319549 -23.6183717, -46.6320913 -23.6184267, -46.6321281 -23.6183493, -46.6321854 -23.6183724, -46.632199 -23.6183564, -46.6322175 -23.6183345))",314,04146-050,Rua General Chagas Santos,hospital,,Sancta Maggiore,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,33.62,,,,,,,,,,Q116946828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6433023 -23.5675753, -46.642759 -23.5676071, -46.6427648 -23.5677162, -46.6425402 -23.5677273, -46.6425184 -23.5676627, -46.6424842 -23.5676538, -46.6424711 -23.5675641, -46.6423639 -23.5672162, -46.6427152 -23.5671289, -46.6427913 -23.5673656, -46.6432044 -23.5672685, -46.6433023 -23.5675753))",965,01321-001,Rua Martiniano de Carvalho,hospital,hospital,,,,,,,,,,São Paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,Verificar a extensão total da área do hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5505547 -23.5283577, -46.550355 -23.5281255, -46.5500136 -23.5283724, -46.5502133 -23.5286046, -46.5505547 -23.5283577))",145,03632-040,Rua General Sócrates,hospital,hospital,Hospital Filantrópico A Beneficência Portuguesa,+55 11 3505-1000,,,https://www.bp.org.br/filantropico,,,,,São Paulo,,,bporgbr,,bporgbr,bporgbr,https://www.youtube.com/user/BeneficenciaSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,https://www.linkedin.com/company/bporgbr,Hospital Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.55067 -23.526683, -46.5506901 -23.5267138, -46.5506083 -23.5267888, -46.5502811 -23.5265281, -46.5505841 -23.5261961, -46.5506861 -23.5262822, -46.5506297 -23.5263658, -46.5507397 -23.5264543, -46.5508135 -23.5263867, -46.550906 -23.5264445, -46.55067 -23.526683))",55,03632-010,Praça Nossa Senhora da Penha,hospital,hospital,Hospital Dia Rede Hora Certa,+55 11 2092 4845,,,,,,,,São Paulo,,Penha,,,,,,,yes,,,,SECONCI-SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.50289 -23.5437075, -46.5028883 -23.5436935, -46.5025988 -23.5429786, -46.5025619 -23.5429261, -46.5009568 -23.5417079, -46.5009244 -23.5417099, -46.5007399 -23.5418827, -46.5007385 -23.5419164, -46.5022341 -23.5436153, -46.502357 -23.5438646, -46.5023898 -23.5438786, -46.5028754 -23.5437222, -46.50289 -23.5437075))",128,,Rua Alves Maldonado,hospital,hospital,Hospital Municipal Doutor Alexandre Zaio,+55 11 3394-9210,,,,,,,,São Paulo,,Vila Nhocuné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,Hospital Nhocuné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4612297 -23.5530716, -46.4614715 -23.5534629, -46.4617588 -23.5539052, -46.4624565 -23.55498, -46.4616236 -23.5554604, -46.4612669 -23.5549165, -46.4611723 -23.5548017, -46.4610596 -23.554699, -46.4608792 -23.5545865, -46.4607794 -23.5545193, -46.4603615 -23.5541457, -46.4602642 -23.5539371, -46.4605397 -23.5537218, -46.4605781 -23.5536823, -46.4607241 -23.5535102, -46.4606845 -23.5534575, -46.4607859 -23.5533421, -46.4608015 -23.5532857, -46.4612297 -23.5530716))",177,,Rua Santa Marcelina,hospital,hospital,Hospital Santa Marcelina,+55 11 2070-6000,,,https://santamarcelina.org,,,,,,,,,,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6866241 -23.5657011, -46.6866206 -23.565706, -46.6865815 -23.5657611, -46.6866029 -23.5657735, -46.686564 -23.5658308, -46.686601 -23.5658522, -46.6866813 -23.5657341, -46.6866241 -23.5657011))",1659,05404-014,Rua Artur de Azevedo,hospital,hospital,Hospital Jardins,,3559203,BR69106904000100,,yes,,,,São Paulo,,Pinheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,pmsp,,,,,,,,,39.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5955245 -23.6074641, -46.5951311 -23.6084527, -46.5946383 -23.6094617, -46.5943787 -23.6096345, -46.5930291 -23.6104149, -46.5912349 -23.6085679, -46.5932983 -23.6070293, -46.594435 -23.6070423, -46.5950251 -23.607111, -46.5954185 -23.6073433, -46.5955245 -23.6074641))",276,04231-030,Rua Cônego Xavier,hospital,hospital,Hospital Heliópolis,,2066572,BR46374500011552,,,Q10298404,pt:Hospital Heliópolis,,São Paulo,SP,,,,,,,,,,,,Secretaria de Estado da Saúde,,,,,,,,+55 11 2067-0300,http://www.cidadao.sp.gov.br/servico.php?serv=3083,,,,,,,,,,,,,government,,BR,,,,,,,,,+55 11 2067-0300,BR46374500000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5832589 -23.5427821, -46.5831376 -23.5427594, -46.5831513 -23.5426693, -46.5831085 -23.5426611, -46.5830656 -23.5426528, -46.5830011 -23.5426414, -46.5829744 -23.5426631, -46.5829547 -23.5427862, -46.5829183 -23.5430133, -46.5831239 -23.5430499, -46.5832064 -23.5430646, -46.5832136 -23.5430188, -46.583223 -23.54302, -46.5832589 -23.5427821))",150,,Rua Uriel Gasper,hospital,hospital,Pronto Atendimento Sancta Maggiore Tatuapé,,,,,,,,,São Paulo,SP,,,,,,,,,,,,,,,,,,,,+55 11 4085-3350,http://sanctamaggiore.com.br/,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5893136 -23.5365735, -46.5896561 -23.5355144, -46.5880119 -23.5352205, -46.5878076 -23.5362919, -46.5890781 -23.5365295, -46.5893136 -23.5365735))",2477,03015-000,Avenida Celso Garcia,hospital,hospital,Hospital Maternidade Leonor Mendes de Barros,,,,,,,,,São Paulo,,,,,,,,,,,,,Secretaria de Estado da Saúde,,,,,,,,+55 11 2694-0989,,,,,,maternity,,,,,,,,government,,,,,,,,,,contecomigo-hmlmb@saude.sp.gov.br,+55 11 2694-4925,,,,,,,,,,,,,,,,,https://plus.google.com/+HospitalMaternidadeLeonorMendesBarrosS%C3%A3oPaulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6120747 -23.584664, -46.6121016 -23.5844125, -46.6121102 -23.5843314, -46.612137 -23.5840149, -46.6121124 -23.5839899, -46.6112371 -23.5838828, -46.6112125 -23.5838803, -46.6111912 -23.583894, -46.6111691 -23.5839107, -46.6111654 -23.5839353, -46.6111506 -23.5840747, -46.6111008 -23.5845801, -46.6111174 -23.5845952, -46.6120241 -23.5846982, -46.6120747 -23.584664))",28,04262-000,Avenida Nazaré,hospital,hospital,Hospital Ipiranga,+55 11 6167-7799,2077523,BR46374500011633,,,,,,São Paulo,,Ipiranga,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,BR46374500000194,,,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
