geometry,name,shop,brand,brand:wikidata,disused:amenity,old_brand,old_name,opening_hours,brand:wikipedia,branch,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,cuisine,alt_name,organic,wheelchair,changing_table,level,operator,website,payment:cash,payment:coins,payment:notes,loc_name,phone,payment:american_express,payment:credit_cards,payment:debit_cards,payment:maestro,payment:mastercard,payment:telephone_cards,payment:visa,payment:visa_debit,payment:visa_electron,addr:housename,addr:country,ref:vatin,internet_access,check_date:opening_hours,not:brand:wikidata,name:en,note,payment:elo,toilets:wheelchair,access,addr:state,contact:facebook,contact:phone,contact:website,name:pt,description,mapillary,old_alt_name,old_contact:website,wholesale,email,source,contact:instagram,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,entrance,name:ja,old_name:pt,fax,gps,site_name,start_date,payment:pix,delivery,parking,addr:district,addr:subdistrict,air_conditioning,currency:BRL,disused:shop,amenity,female_owner,lgbtq,name:fr,bus,gtfs_id,highway,network,network:wikidata,route_ref,fuel:biogas,fuel:cng,fuel:electricity,toilets,toilets:access,building,check_date:currency:XBT,country,image,mobile,nat_name,official_name,payment:cards,payment:contactless,survey:date,payment:app,payment:apple_pay,second_hand,stroller,addr:floor,diet:vegan,diet:vegetarian,lunch,name:zh,landuse,self_checkout,height,building:levels,wikidata,wikipedia,wikipedia:pt,roof:colour,roof:shape,old_operator,short_name,fuel:diesel,fuel:ethanol,fuel:octane_87,fuel:octane_91,reg_name,barrier,contact:email,layer,opening_hours:covid19,payment:voucher_meal,payment:voucher,contact:whatsapp,disused:tourism,fixme,roof:material,fuel:octane_95,fuel:octane_98,fuel:etanol_comum,fuel:gasoline_87,self_service,compressed_air,old_loc_name,building:colour,payment:google_pay,building:levels:underground,surface,disused:office,contact:mobile,smoking,payment:sodexo,payment:prepaid_ticket,area,wikimedia_commons,building:material,building:use,cash_withdrawal,cash_withdrawal:currency,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_minimum,cash_withdrawal:type,company,public_transport,indoor,dispensing,payment:nfc,room,roof:height,payment:edenred_card,payment:meal_voucher,payment:pluxee,payment:qr_code,payment:samsung_pay,payment:vr_alimentação,type
POINT (-46.7049085 -23.5241305),Mini Extra,convenience,Mini Extra,Q5422131,,,,,pt:Extra (rede varejista),,São Paulo,29,05072-050,Praça Professor José Azevedo Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7031364 -23.5244874),Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,342,05050-000,Rua Monteiro de Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6553751 -23.666246),Nikkey,supermarket,,,,,,,,,,,,Avenida Cupecê,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6547995 -23.6665391),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6806356 -23.5619051),Oxxo,convenience,Oxxo,Q1342538,,,,24/7,,,São Paulo,924,05404-002,Rua Artur de Azevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6901538 -23.6296853),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7328624 -23.6343711),Dia,supermarket,Dia,Q925132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7152451 -23.4873864),Barbosa Supermercados,supermarket,,,,,,Mo-Su 08:00-22:00,,,,,,Avenida Benedito de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6900764 -23.5493897),Minimart,convenience,,,,,,,,,São Paulo,321,05439-000,Rua Luminárias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6357955 -23.538015),Futurama,supermarket,,,,,,"Mo-Sa 07:30-20:30; Su, PH 08:30-14:30",,,São Paulo,390,01033-000,Avenida Cásper Líbero,Santa Ifigênia,,,,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,+55 11 3315-0874,http://www.superfuturama.com.br/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6942159 -23.5695789),,convenience,,,,,,,,,São Paulo,466,05422-020,Rua dos Cariris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6983251 -23.6334351),Extra,supermarket,Extra,Q5422131,,,,,,,,,,,,2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6557424 -23.4803181),Bettos,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6450405 -23.5385346),,supermarket,,,,,,,,,São Paulo,,,Avenida Duque de Caxias,Campos Elíseos,,,,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6840486 -23.6121789),Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,,,,554,,Avenida Padre Antônio José dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5838051 -23.4332801),Mercadinho JP,supermarket,,,,,,,,,São Paulo,801,02365-000,Estrada da Cachoeira,Jardim São João,,,,,,,,,,,,,,+55 11 96096-5813,,,,,,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.3924105 -23.5475653),Mercado Teixeira,supermarket,,,,,,Mo-Sa 07:00-12:00,,,São Paulo,462,08450-460,Rua Francisco Nunes Cubas,Jardim Fanganiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6419869 -23.6465715),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6529203 -23.5416895),,convenience,,,,,,,,,São Paulo,513,01224-001,Rua Jaguaribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6526368 -23.5416974),Mini,convenience,,,,,,,,,São Paulo,477,01224-001,Rua Jaguaribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6570484 -23.5770635),ampm,convenience,ampm,Q306960,,,,,en:Ampm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6507093 -23.6018711),BR Mania,convenience,BR Mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6546354 -23.6563004),Ayumi,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6672507 -23.7557399),Boizão,supermarket,,,,,,,,,,,,Rua Pedro Escobar,,,,,,,,,Sned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6216636 -23.5698922),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6319539 -23.562406),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5952641 -23.4981637),ampm,convenience,ampm,Q306960,,,,24/7,en:Ampm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.60265 -23.5921558),Hirota Lino Coutinho,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6791022 -23.5630588),Americanas Express,convenience,Americanas Express,Q3064093,,,,,,,São Paulo,203,05413-020,Rua Henrique Schaumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6353786 -23.5890448),Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6251616 -23.5311095),,convenience,,,,,,,,,São Paulo,57,03033-030,Rua Afonso Arinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6439519 -23.6279028),Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,,,,Avenida Jabaquara,,,,,,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.3951204 -23.5901378),,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6497752 -23.5736198),Bella São Joaquim,supermarket,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6504512 -23.5522041),Mercado Frei Caneca,supermarket,,,,,,08:00-22:00,,,São Paulo,284,01307-000,Rua Frei Caneca,,2024-08-11,,,,,,,CompreBem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6923362 -23.5677896),Futurama,supermarket,,,,,,,,,São Paulo,1518,05422-002,Rua dos Pinheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6909446 -23.5680272),Americanas Express,convenience,Americanas Express,Q3064093,,,,,,,São Paulo,1376,05422-002,Rua dos Pinheiros,,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6923831 -23.5672164),Futurama,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5666095 -23.5232605),ampm,convenience,ampm,Q306960,,,,,,,,,,Avenida Morvan Dias de Figueiredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.575913 -23.5269466),,convenience,,,,BR Mania,BR Mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6300821 -23.5880704),Minuto Pão de Açúcar,supermarket,,,,,,Mo-Sa 07:00-22:00; Su 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.633198 -23.5799382),,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5549888 -23.520522),Shell Select,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6278866 -23.5532852),Extra,supermarket,Extra,Q5422131,,,,Mo-Sa 07:00-22:00; Su 06:00-22:00,pt:Extra (rede varejista),,,90,,Rua Glicerio,,,,,,,,,,https://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6837485 -23.6228899),Dia,supermarket,Dia,Q925132,,,,,es:Supermercados DIA,,,,,,,,,,,,,,,https://www.dia.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6079257 -23.524311),,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6047617 -23.5238786),,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6107125 -23.5301135),Dona Clara,convenience,,,,,,,,,São Paulo,883,03026-001,Rua Silva Teles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6841834 -23.5646241),Quitanda São Paulo,convenience,,,,,,,,,São Paulo,159,05415-050,Rua Mateus Grou,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6866081 -23.5673093),Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,São Paulo,919,05422-011,Rua dos Pinheiros,,2023-11-28,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6640552 -23.5616656),Oxxo,convenience,Oxxo,Q1342538,,,,,,,São Paulo,2282,01412-000,Rua Augusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6753346 -23.5561771),Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,474,05406-000,Rua Teodoro Sampaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381188033176762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5655076 -23.4716905),BR,convenience,BR,Q4836468,,,,,pt:Vibra Energia,Mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6765626 -23.556913),Kucho's,convenience,,,,,,,,,São Paulo,630,05406-000,Rua Teodoro Sampaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6767524 -23.5577167),Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,São Paulo,522,05410-000,Rua Alves Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6733769 -23.5604581),St. Marche Rebouças,convenience,,,,,,Su 08:00-22:00; Mo-Sa 07:00-22:00,,,São Paulo,80,05402-000,Rua Capote Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Marche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
