geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
"POLYGON ((-46.7251879 -23.4823556, -46.7255775 -23.4821464, -46.7251808 -23.4815894, -46.7255635 -23.4813533, -46.7255728 -23.4813658, -46.7261852 -23.4821928, -46.7261355 -23.4822446, -46.725753 -23.4823331, -46.7254897 -23.4823798, -46.7253055 -23.4823942, -46.7252335 -23.4823894, -46.7251879 -23.4823556))",school,EMEFM Guiomar Cabral,553,Avenida Menotti Laudisio,,,,,,,São Paulo,02945-000,Jardim Cidade Pirituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.725648776017195 -23.481930430540793),publica
"POLYGON ((-46.6506307 -23.5120029, -46.6504196 -23.5119782, -46.6503679 -23.5119724, -46.6503245 -23.5119675, -46.65024 -23.5125942, -46.6501967 -23.5129154, -46.6505514 -23.5129581, -46.6506151 -23.5125159, -46.6506881 -23.5120102, -46.6506307 -23.5120029))",school,EMEF Paulo Nogueira Filho,356,Rua Brazeliza Alves de Carvalho,,,,,,,São Paulo,02510-030,Vila Baruel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.650440491739744 -23.51246067695948),publica
"POLYGON ((-46.7672191 -23.6248004, -46.7674986 -23.6245878, -46.7676371 -23.6244888, -46.7676859 -23.6245781, -46.7677438 -23.6247065, -46.7678032 -23.6249006, -46.767855 -23.6251057, -46.7678931 -23.6253375, -46.7678915 -23.6254924, -46.7678656 -23.6255105, -46.7678352 -23.6255203, -46.7672191 -23.6248004))",school,EMEF Professora Vera Lucia Fusco Borba,375,Rua Martinho Lutero,,,,,,,São Paulo,05785-180,Jardim Campo Limpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.76761679717403 -23.6249654861459),publica
"POLYGON ((-46.5663411 -23.4670564, -46.5663434 -23.4671343, -46.5663553 -23.4673101, -46.5663882 -23.4677958, -46.5659587 -23.4678168, -46.5659725 -23.4674966, -46.5660541 -23.4672238, -46.5662114 -23.4670258, -46.5663411 -23.4670564))",school,EMEI Professora Jonise Maximo da Fonseca,153,Rua Miguel Arrojado Lisboa,,,,,,,São Paulo,02238-090,Jardim Modelo,,,,,,,,,,,,,,,Escola Municipal de Ensino Infantil Jonise Maximo da Fonseca,,PMSP,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.566184469457845 -23.467472705181354),publica
"POLYGON ((-46.7376255 -23.5923233, -46.737594 -23.5923434, -46.7375599 -23.5924114, -46.7373707 -23.5928321, -46.7376697 -23.5929526, -46.7379818 -23.5930828, -46.738273 -23.5925118, -46.7376255 -23.5923233))",school,Escola Estadual Thomazia Montoro,156,Rua Doutor Adolfo Melo Júnior,,,,Q117315128,,,São Paulo,05522-030,Ferreira,,,,,,,,,+55 11 3742 7223,,,,,e004248a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 3773 5689,,,,,government,Q10369245,,CODESCMEC 2022,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,35004248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.7378148659685 -23.59268607644757),publica
"POLYGON ((-46.5361906 -23.5544676, -46.5358872 -23.5546055, -46.5357637 -23.5546616, -46.5356734 -23.5544963, -46.5356265 -23.5544063, -46.5355452 -23.5542505, -46.536082 -23.5540112, -46.536095 -23.5540054, -46.5361686 -23.5539722, -46.5362378 -23.5539871, -46.5363288 -23.5541669, -46.5364267 -23.5543605, -46.5364114 -23.5543672, -46.5361906 -23.5544676))",school,E.E Professora Júlia Amália Azevedo Antunes,92,Rua Luís Pinto,,,,,,,Sâo Paulo,03427-000,Vila Carrão,,,,,,,,,,,,,,,Escola Estadual Professora Júlia Amália Azevedo Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.535986576256754 -23.55430683429868),privada
"POLYGON ((-46.5361917 -23.5551703, -46.5361344 -23.5551507, -46.5354832 -23.5554422, -46.5354657 -23.5555046, -46.5358866 -23.5561434, -46.5359524 -23.5561633, -46.5365563 -23.5558266, -46.5365716 -23.5557703, -46.5363472 -23.5554159, -46.5361917 -23.5551703))",school,EMEF Bartolomeu Lourenço de Gusmão,802,Rua Picinguaba,,,,,,,Sâo Paulo,03432-000,Vila Carrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.536023430669644 -23.555648204031986),publica
"POLYGON ((-46.4840325 -23.5649421, -46.4840177 -23.5654532, -46.4839959 -23.5655227, -46.4836824 -23.5657732, -46.483617 -23.565831, -46.4835619 -23.5658489, -46.4835033 -23.56585, -46.4834769 -23.5658353, -46.483421 -23.5657723, -46.4832852 -23.5656016, -46.4832315 -23.5651459, -46.4836236 -23.5650453, -46.4840325 -23.5649421))",school,Escola Estadual A Hebraica,550,Avenida Alziro Zarur,,,,,,,São Paulo,03570-000,Parque Savoy City,,,,,,,,,,,,,,,E.E. A Hebraica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4836428128275 -23.565377852993496),publica
"POLYGON ((-46.4836347 -23.5642849, -46.4836285 -23.5647112, -46.4836236 -23.5650453, -46.4832315 -23.5651459, -46.4832143 -23.5651502, -46.4832013 -23.5644257, -46.4833229 -23.5643824, -46.4836347 -23.5642849))",school,EMEI Vicente Matheus,636,Rua Alexandre Cheid,,,,,,,São Paulo,03570-100,Parque Savoy City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.48341974890087 -23.564721670233467),publica
"POLYGON ((-46.4785659 -23.6244004, -46.4780638 -23.6242662, -46.477871 -23.6242146, -46.4777324 -23.6246427, -46.4784285 -23.6248315, -46.4785659 -23.6244004))",school,E.E. Moacyr Amaral dos Santos,22,Rua Carlos Belleville,,,,,,,São Paulo,08320-880,Jardim Buriti,,,,,,,,,,,,,,,Escola Estadual  Moacyr Amaral dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.47814974854263 -23.624522504208954),privada
"POLYGON ((-46.4875519 -23.5622029, -46.4875717 -23.5621701, -46.4875207 -23.5619608, -46.487491 -23.5619422, -46.4863866 -23.562278, -46.4863469 -23.5622926, -46.4863363 -23.5623193, -46.4864395 -23.5637474, -46.4864541 -23.563768, -46.4864845 -23.5637814, -46.486503 -23.5637705, -46.4872177 -23.5627023, -46.4875519 -23.5622029))",school,E.E Doutor Paulo Lauro,85,Rua Vitalino dos Santos,,,,,,,São Paulo,03570-160,Parque Savoy City,,,,,,,,,,,,,,,Escola Estadual Doutor Paulo Lauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.48683301244174 -23.562685515322165),privada
"POLYGON ((-46.4920569 -23.5634515, -46.4921102 -23.5634334, -46.4922046 -23.5634082, -46.4923128 -23.5633845, -46.4924895 -23.5633691, -46.4926236 -23.5633705, -46.4927211 -23.5633873, -46.4928476 -23.563439, -46.4929984 -23.5635074, -46.4931706 -23.5635702, -46.4931782 -23.5636736, -46.4931782 -23.5637881, -46.4931721 -23.5639585, -46.4931599 -23.563992, -46.493137 -23.5640143, -46.4930959 -23.5640297, -46.4930502 -23.5640213, -46.4926314 -23.5638495, -46.4924682 -23.5637825, -46.4920614 -23.5636135, -46.492034 -23.5635954, -46.4920142 -23.5635674, -46.492002 -23.5635395, -46.4920081 -23.5634976, -46.4920249 -23.5634697, -46.4920569 -23.5634515))",school,EMEF Eduardo Prado,100,Rua Bento Teixeira,,,,,,,São Paulo,03583-170,Jardim Marilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.49267569401747 -23.56364736151497),publica
"POLYGON ((-46.49766 -23.5504538, -46.4980557 -23.5516722, -46.498945 -23.5514186, -46.4985291 -23.5501616, -46.4982442 -23.550244, -46.4980651 -23.5503043, -46.4979456 -23.5503445, -46.49766 -23.5504538))",school,Escola Estadual Deputado Astolfo Araújo,2417,Avenida Itaquera,,,,,,,São Paulo,03526-000,Jardim Maringa,,,,,,,,,,,,,,,E.E. Deputado Astolfo Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4982988033224 -23.550922576654994),publica
"POLYGON ((-46.5383838 -23.5519934, -46.5383086 -23.5518562, -46.5382495 -23.5518825, -46.5378821 -23.5520455, -46.5378714 -23.5520774, -46.5379321 -23.5521902, -46.5382757 -23.5520437, -46.5383838 -23.5519934))",school,Colegio da Comunidade,896,Rua Renato Rinaldi,,,,,,,São Paulo,03426-000,Vila Carrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.53812357428593 -23.55202385861583),privada
"POLYGON ((-46.5729256 -23.5125523, -46.5731066 -23.512697, -46.5731358 -23.5127194, -46.5736447 -23.512169, -46.5737819 -23.5120207, -46.5737826 -23.5120028, -46.5737731 -23.5119851, -46.5733858 -23.5116943, -46.573363 -23.511694, -46.573346 -23.5117023, -46.5731793 -23.5118808, -46.5729971 -23.5120761, -46.5727123 -23.5123811, -46.5727577 -23.5124181, -46.5729256 -23.5125523))",school,E.E Máximo Ribeiro Nunes,174,Rua Soldado Antônio Romano de Oliveira,,,,,,,São Paulo,02176-020,Parque Novo Mundo,,,,,,,,,,,,,,,Escola Estadual Máximo Ribeiro Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.57325275829074 -23.512197564139147),privada
"POLYGON ((-46.5690408 -23.5117458, -46.5690172 -23.5117496, -46.5688537 -23.5118848, -46.5686986 -23.5120129, -46.5687021 -23.5120419, -46.5687214 -23.5121239, -46.5687899 -23.5123428, -46.5688355 -23.5125971, -46.5688372 -23.5126566, -46.5688443 -23.5126743, -46.5688653 -23.5126775, -46.5699568 -23.5126446, -46.5699692 -23.5126228, -46.5699516 -23.5125938, -46.569059 -23.5117565, -46.5690408 -23.5117458))",school,E.E Heróis da FEB,270,Rua Soldado Benedito Eliseu dos Santos,,,,,,,São Paulo,02177-020,Parque Novo Mundo,,,,,,,,,,,,,,,Escola Estadual Heróis da FEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.56921202219739 -23.51230975712651),privada
"POLYGON ((-46.566495 -23.5212007, -46.5658046 -23.5215761, -46.5657849 -23.5215504, -46.5657547 -23.5215092, -46.5656961 -23.5214164, -46.5656655 -23.5213682, -46.5656414 -23.5213204, -46.5656147 -23.5212722, -46.5655493 -23.521102, -46.5661335 -23.5208073, -46.5662235 -23.5209434, -46.5663166 -23.5210523, -46.5664377 -23.5211591, -46.566495 -23.5212007))",school,EMEF Coronel Romão Gomes,140,Rua Soldado José Vicente de Paula,,,,,,,São Paulo,02180-020,Parque Novo Mundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.56598271884711 -23.521187445084173),publica
"POLYGON ((-46.4151447 -23.5849452, -46.4151098 -23.5852574, -46.4168184 -23.5859506, -46.416813 -23.5857441, -46.4164536 -23.584783, -46.4151447 -23.5849452))",university,Faculdade Paschoal Dantas,6600,Estrada do Iguatemi,,,,,,,São Paulo,,Cidade Tiradentes,,,,,,,,,+55 11 9 6072-1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.416043424907095 -23.58527439469699),privada
"POLYGON ((-46.5849191 -23.450235, -46.5850942 -23.4504359, -46.5851382 -23.4505164, -46.5851816 -23.4505962, -46.5852406 -23.4508128, -46.585269 -23.45096, -46.5854437 -23.4508929, -46.5857903 -23.4514905, -46.5861496 -23.4511186, -46.5860528 -23.450999, -46.585727 -23.45062, -46.5858285 -23.4505117, -46.585668 -23.4504055, -46.5854815 -23.4502907, -46.5852878 -23.4501564, -46.5851981 -23.450085, -46.5851681 -23.4500543, -46.5851337 -23.4500056, -46.5851101 -23.449947, -46.5850656 -23.4497783, -46.5847976 -23.4498258, -46.5846812 -23.4498451, -46.5846545 -23.4498919, -46.5846775 -23.4499904, -46.5847632 -23.4500955, -46.5849191 -23.450235))",school,Escola Estadual Professor João Baptista Alves da Silva,527,Rua dos Filhos da Terra,,,,,,,São Paulo,02325-001,Jardim Filhos da Terra,,,,,,,,,,,,,,,E.E Professor João Baptista Alves da Silva,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.58543721400872 -23.450604718541175),publica
"POLYGON ((-46.7532589 -23.5755716, -46.7525617 -23.5770114, -46.7524849 -23.5769558, -46.7523737 -23.5760535, -46.7526928 -23.5753578, -46.7532589 -23.5755716))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.75273410368433 -23.576058060084744),privada
"POLYGON ((-46.6811179 -23.5033099, -46.6801833 -23.5031893, -46.6803739 -23.5023045, -46.6806928 -23.5023561, -46.6809357 -23.5023954, -46.68113 -23.503029, -46.6811508 -23.5031004, -46.6811179 -23.5033099))",school,Escola Estadual Tarciso Alvares Lobo,500,Rua Estela Borges Morato,,,,,,,São Paulo,02722-000,Vila Siqueira,,,,,,,,,,,,,,,E.E. Tarciso Alvares Lobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.680671249732264 -23.502841637103696),publica
"POLYGON ((-46.5549624 -23.5499945, -46.5549165 -23.5501713, -46.5546819 -23.5501279, -46.5546592 -23.5501214, -46.5544933 -23.5507882, -46.5544952 -23.5508222, -46.5545101 -23.5508395, -46.5545274 -23.550847, -46.55479 -23.5508907, -46.5551513 -23.5509508, -46.5553897 -23.5500719, -46.5549624 -23.5499945))",school,E.E. Doutor Benedito Estevan Dos Santos,771,Rua Aguapeí,,,,,,,São Paulo,,,,,,,,,,,,,,,,,Escola Estadual  Doutor Benedito Estevan Dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.55494136612016 -23.550481986616973),privada
"POLYGON ((-46.6392703 -23.5574265, -46.6391863 -23.5573244, -46.6389103 -23.557522, -46.6389254 -23.5575559, -46.638942 -23.5575932, -46.6389647 -23.5576442, -46.6392703 -23.5574265))",school,Escola Pro-tec,190,Rua Conde de São Joaquim,,,,,,,São Paulo,01320-010,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.63908363514658 -23.557480100114233),privada
"POLYGON ((-46.7348907 -23.5978308, -46.734388 -23.5976724, -46.7343465 -23.59756, -46.7343144 -23.5974549, -46.7343139 -23.5973014, -46.7343508 -23.597139, -46.7350557 -23.5973574, -46.7349732 -23.5975941, -46.7349076 -23.5977825, -46.7348907 -23.5978308))",school,Escola Municipal de Educação Infantil Desembargador Dalmo do Valle Nogueira,1140,Rua André Saraiva,,,,,,,,,,,,,,,,,,,,,,,,,,Prefeitura do Município de São Paulo,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.73465504059512 -23.597481480993075),publica
"POLYGON ((-46.7520729 -23.5446682, -46.7514941 -23.5446493, -46.7514264 -23.5447882, -46.7513587 -23.5449272, -46.7518639 -23.5451398, -46.7519756 -23.5448877, -46.7523321 -23.5450306, -46.752495 -23.5446895, -46.7520729 -23.5446682))",school,EMEI Jaguare,1270,Avenida Presidente Altino,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.751899404086366 -23.54484124171284),publica
"POLYGON ((-46.7523321 -23.5450306, -46.7519756 -23.5448877, -46.7518639 -23.5451398, -46.7513587 -23.5449272, -46.7512676 -23.5450978, -46.7510174 -23.5455664, -46.7510264 -23.5455898, -46.7510504 -23.5456119, -46.7511015 -23.5456215, -46.7520211 -23.5457111, -46.7523321 -23.5450306))",school,E.E Henrique Dumont Villares,1131,Avenida Presidente Altino,,,,,,,São Paulo,,,,,,,,,,,,,,,,,Escola Estadual Henrique Dumont Villares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.75168467230728 -23.54533141650713),privada
"POLYGON ((-46.6462672 -23.5364458, -46.6462116 -23.5364108, -46.6461098 -23.5365335, -46.6461642 -23.5365708, -46.6462672 -23.5364458))",college,Senai,539,Alameda Barão de Limeira,,,,,,,São Paulo,01202-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.64618820352593 -23.536490358984175),privada
"POLYGON ((-46.6370275 -23.6318138, -46.6370091 -23.6318138, -46.6367209 -23.6318145, -46.6362088 -23.6318156, -46.6362083 -23.631831, -46.6361965 -23.632207, -46.6361946 -23.6322657, -46.6366551 -23.6322739, -46.6369682 -23.6322795, -46.6370072 -23.6322568, -46.6370257 -23.6322317, -46.6370275 -23.6318138))",school,E.E Coronel Domingos Quirino Ferreira,681,Avenida do Café,,,,,,,São Paulo,04311-001,,,,,,,,,,,,,,,,Escola Estadual Coronel Domingos Quirino Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.63661541563167 -23.63204384283039),privada
"POLYGON ((-46.678057 -23.4732189, -46.6775525 -23.4730795, -46.6769448 -23.4737178, -46.677273 -23.4738822, -46.6775252 -23.4736258, -46.6779233 -23.4735394, -46.678057 -23.4732189))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6775194386661 -23.473457175458094),privada
"POLYGON ((-46.6695518 -23.649419, -46.6695572 -23.6494534, -46.6692514 -23.6513059, -46.6679371 -23.6497531, -46.6680283 -23.6496524, -46.668943 -23.6495394, -46.6692326 -23.6495025, -46.6695518 -23.649419))",school,Colégio Emilie de Villeneuve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.66889902609058 -23.650145932658486),privada
"POLYGON ((-46.6388181 -23.6159234, -46.6392865 -23.615834, -46.6392251 -23.615568, -46.6392042 -23.6154774, -46.6391536 -23.6154874, -46.6390053 -23.6155157, -46.639025 -23.6156032, -46.6388668 -23.6156334, -46.638755 -23.6156548, -46.6387717 -23.6157257, -46.6387913 -23.6158092, -46.6388181 -23.6159234))",university,Faculdade Método de São Paulo,1314,Avenida Jabaquara,,,,,,,São Paulo,04046-200,Saúde,,,,,,,,https://famesp.com.br/,,,,,,,,,,,,,,,,,yes,,,,,pmsp;local knowledge;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.63903239787504 -23.61571952226195),privada
"POLYGON ((-46.6436643 -23.5527863, -46.6436346 -23.553068, -46.6433059 -23.5530366, -46.6433296 -23.5527785, -46.6433609 -23.5527588, -46.6436643 -23.5527863))",school,E.E Doutora Maria Augusta Saraiva,200,Rua Major Diogo,,,,,,,São Paulo,01324-000,Bela Vista,,,,,,,,,,,,,,,Escola Estadual Doutora Maria Augusta Saraiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.64348480287579 -23.552912026858714),privada
