geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
"POLYGON ((-46.596799 -23.5646838, -46.5967792 -23.5647019, -46.5967429 -23.5646702, -46.5967622 -23.5646517, -46.596799 -23.5646838))",pharmacy,,,yes,,pharmacy,,,São Paulo,342,03121-030,Rua Jumana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5916863 -23.5697525, -46.5916434 -23.569719, -46.5915816 -23.5697804, -46.5916233 -23.5698147, -46.5916863 -23.5697525))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,337 L5,03124-021,Rua Juventus,,,,,,,,,,,,,,,Parque da Moóca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5877278 -23.5665708, -46.5876633 -23.5666282, -46.5875632 -23.5665385, -46.5875906 -23.5664903, -46.5877342 -23.5665305, -46.5877278 -23.5665708))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,1775,03195-100,Rua do Oratório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5892759 -23.5682015, -46.5891462 -23.56827, -46.5890694 -23.5681477, -46.5891991 -23.5680792, -46.5892759 -23.5682015))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,1955,03115-001,Avenida Paes de Barros,,,,,Mo-Su 09:00-22:00,2023-10-06,,,,,,,,,Alto da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6785487 -23.5355431, -46.6785722 -23.5355279, -46.6785836 -23.5355205, -46.6786213 -23.5354961, -46.6787109 -23.5356224, -46.6787091 -23.5356534, -46.678652 -23.535691, -46.6785487 -23.5355431))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,124,05010-000,Rua Caiubi,,,+55 11 3862-9185,http://www.drogaraia.com.br,24/7,,,,pt:RaiaDrogasil,,,,,,Perdizes,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6235134 -23.5024543, -46.6233803 -23.5024565, -46.6233813 -23.5025069, -46.6235144 -23.5025047, -46.6235134 -23.5024543))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,424,02034-001,Rua Ezequiel Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382147010025252,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6766441 -23.595013, -46.6766087 -23.5950033, -46.6765518 -23.5949878, -46.6764938 -23.5951664, -46.6765861 -23.5951916, -46.6766139 -23.5951059, -46.6766441 -23.595013))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6716635 -23.5346604, -46.6717402 -23.5347628, -46.6716683 -23.5348081, -46.6715916 -23.5347057, -46.6716635 -23.5346604))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,786,05007-002,Rua Doutor Homem de Melo,,,,,,,,,,,,,,,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6746358 -23.5368237, -46.6745498 -23.5368835, -46.6746667 -23.5370247, -46.6747527 -23.5369648, -46.6746358 -23.5368237))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,658,,Avenida Sumaré,,,,,,2025-11-26,,,,,,,,,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.584038 -23.467844, -46.5839941 -23.467852, -46.5839868 -23.4678184, -46.5840307 -23.4678103, -46.584038 -23.467844))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,2528,02265-002,Avenida Guapira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6435643 -23.540719, -46.6435546 -23.540735, -46.6435332 -23.5407303, -46.6435082 -23.5407317, -46.6434887 -23.5407382, -46.6434754 -23.5407232, -46.6434841 -23.5407189, -46.643497 -23.5407125, -46.6435224 -23.5407071, -46.6435421 -23.5407102, -46.6435643 -23.540719))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,131,01209-010,Praça Julio Mesquita,,,,,24/7,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5935526 -23.5372912, -46.5935324 -23.5374028, -46.5934267 -23.5373902, -46.5934428 -23.5372764, -46.5935526 -23.5372912))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,1948,03014-000,Avenida Celso Garcia,,,,,Mo-Su 07:00-23:00,,+55 11 2291-1258;+55 11 2291-1172,https://www.drogariasaopaulo.com.br/,en:Grupo DPSP,,,,,,Belenzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6668718 -23.5333248, -46.6667694 -23.5333792, -46.666772 -23.533384, -46.6667933 -23.5334172, -46.6668954 -23.5333615, -46.6668718 -23.5333248))",pharmacy,,,yes,,pharmacy,Drogarias Ultra Popular,,São Paulo,390 L7,05005-000,Rua Turiassu,,,,,,,,,,,,,,,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6669962 -23.5357089, -46.6669008 -23.5357727, -46.6668546 -23.5357145, -46.6669499 -23.5356508, -46.6669962 -23.5357089))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,520,05006-000,Rua Itapicuru,,,,,,,,,,,,,,,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6735171 -23.5070548, -46.6733621 -23.5070897, -46.6729497 -23.5071875, -46.6729523 -23.5072462, -46.6729812 -23.5073432, -46.6735758 -23.507248, -46.6735655 -23.5072184, -46.6735171 -23.5070548))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,yes,São Paulo,714,02710-000,Avenida Professor Celestino Bourroul,,,,,,,,,,,,,,,Casa Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6195261 -23.5469947, -46.6194845 -23.5470523, -46.6195272 -23.5470794, -46.6195681 -23.547021, -46.6195261 -23.5469947))",pharmacy,,,yes,,pharmacy,Drogaria Capital Farma,,São Paulo,201 L4,03042-001,Rua Piratininga,,,,,,,,,,,,,,,Brás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5939899 -23.5480821, -46.5939569 -23.5480506, -46.5939705 -23.5480382, -46.594064 -23.5479541, -46.5940955 -23.5479864, -46.5939899 -23.5480821))",pharmacy,,,yes,,pharmacy,Ultrafarma Popular,,São Paulo,1058A,03166-001,Rua Taquari,,,,,Mo-Sa 07:00-20:00; Su 07:00-14:00,,,,,,,,,,Belenzinho,,,,,,,,,,,,6.335,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5957767 -23.5504562, -46.5957544 -23.5504787, -46.5956833 -23.5504525, -46.595606 -23.5504043, -46.5955473 -23.5503526, -46.595607 -23.5502945, -46.5957767 -23.5504562))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,86,03169-010,Avenida Cassandoca,,,,,24/7,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6218692 -23.4817351, -46.6218987 -23.4818426, -46.6219418 -23.4818326, -46.6219124 -23.4817252, -46.6218692 -23.4817351))",pharmacy,Pague Menos,Q7124466,yes,,pharmacy,Pague Menos,,São Paulo,774,02332-000,Avenida Água Fria,,,,,,,,,pt:Pague Menos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6633162 -23.5222312, -46.6633441 -23.5223875, -46.663283 -23.5223967, -46.663255 -23.5222404, -46.6633162 -23.5222312))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,349,,Avenida Marquês de São Vicente,,,,,07:00-23:00,2026-02-20,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6261842 -23.5024692, -46.6261911 -23.5024972, -46.626163 -23.502503, -46.6261561 -23.5024751, -46.6261842 -23.5024692))",pharmacy,Farma Conde,Q100492677,,,pharmacy,Farma Conde,,São Paulo,2024,02010-700,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6577776 -23.6050624, -46.6576528 -23.6049309, -46.6575731 -23.6049945, -46.6576979 -23.6051259, -46.6577776 -23.6050624))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,321,04077-020,Avenida Moema,BR,SP,+55 11 5051-2775;+55 11 5051-4273;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,,,,en:Grupo DPSP,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6578308 -23.6056305, -46.6576693 -23.6054614, -46.6575817 -23.6055317, -46.6577431 -23.6057007, -46.6578308 -23.6056305))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,370,04077-021,Avenida Moema,,,,,24/7,,+55 11 5051-8093,https://www.drogaraia.com.br/,pt:RaiaDrogasil,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6607436 -23.6039639, -46.6606006 -23.6040823, -46.6605205 -23.6040008, -46.6606684 -23.6038842, -46.6607436 -23.6039639))",pharmacy,Droga Raia,Q10357101,yes,no,pharmacy,Droga Raia,,São Paulo,547,,Alameda Iraé,,,,,"Mo-Su,PH 07:00-23:00",,+55 11 2615 1649,https://www.drogaraia.com.br/,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6588328 -23.6147892, -46.6587846 -23.6147361, -46.6586175 -23.614863, -46.658668 -23.6149189, -46.6588328 -23.6147892))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,979 A,,Avenida Moreira Guimarães,,,,,24/7,2026-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.662134 -23.6085576, -46.6619628 -23.6083758, -46.6618598 -23.6084574, -46.662031 -23.6086391, -46.662134 -23.6085576))",pharmacy,Extrafarma,Q20055480,yes,,pharmacy,Extrafarma,,São Paulo,923,,Alameda dos Maracatins,BR,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6600059 -23.6078824, -46.6598268 -23.6080309, -46.6597486 -23.6079518, -46.6597716 -23.6079326, -46.6597589 -23.6079197, -46.659915 -23.6077903, -46.6600059 -23.6078824))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,262,04079-001,Avenida Jurema,,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6659812 -23.6110118, -46.6658867 -23.6110836, -46.6658701 -23.611084, -46.6658096 -23.6110172, -46.6659142 -23.6109377, -46.6659812 -23.6110118))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,1535,,Alameda dos Jurupis,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6618608 -23.6100713, -46.6617864 -23.6099928, -46.6618402 -23.6099482, -46.6618923 -23.6099051, -46.6619428 -23.6099573, -46.6619388 -23.6100073, -46.6618608 -23.6100713))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,483,04081-002,Avenida Aratãs,BR,SP,+55 11 5093-4738,http://www.drogaraia.com.br/,Mo-Su 07:30-23:30,,,,,,,,,,Moema,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6626174 -23.6085235, -46.6624862 -23.608633, -46.662418 -23.6085645, -46.6625492 -23.608455, -46.6626174 -23.6085235))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,342,04080-010,Avenida Jurucê,,,,,24/7,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6636726 -23.6119017, -46.6635958 -23.6118189, -46.6635769 -23.6118336, -46.6636537 -23.6119164, -46.6636726 -23.6119017))",pharmacy,,,yes,,pharmacy,Weleda Farmácia,,São Paulo,492,04083-000,Avenida Moaci,,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6616809 -23.6148579, -46.6616089 -23.6147847, -46.6615719 -23.6148153, -46.6616439 -23.6148885, -46.6616809 -23.6148579))",pharmacy,,,yes,,pharmacy,Natrium Farmacia de Manipulação,,São Paulo,628,04084-002,Avenida Miruna,BR,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6571853 -23.603278, -46.6570503 -23.6031401, -46.6569979 -23.6031831, -46.6571329 -23.6033211, -46.6571853 -23.603278))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,368,04075-021,Avenida Açocê,,,,,Mo-Sa 08:00-23:00,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6597186 -23.6059384, -46.6595477 -23.6060762, -46.6594646 -23.6059887, -46.6596335 -23.6058507, -46.6597186 -23.6059384))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,539,04089-011,Alameda dos Maracatins,,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6649017 -23.6125463, -46.6647906 -23.6126385, -46.6647409 -23.6125882, -46.6648521 -23.612496, -46.6649017 -23.6125463))",pharmacy,,,yes,,pharmacy,Via Formula,,São Paulo,1734,04090-004,Alameda dos Nhambiquaras,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6642053 -23.6023795, -46.6641742 -23.6024046, -46.6641269 -23.6024432, -46.6643015 -23.6026261, -46.6643786 -23.6025622, -46.6642053 -23.6023795))",pharmacy,Pague Menos,Q7124466,yes,,pharmacy,Pague Menos,,São Paulo,607,04515-011,Avenida Lavandisca,,,,,,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6637134 -23.6028936, -46.6638102 -23.6029969, -46.6637444 -23.6030486, -46.6636476 -23.6029453, -46.6637134 -23.6028936))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,689,04515-011,Avenida Lavandisca,,,,,24/7,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6614024 -23.601978, -46.6611618 -23.6021697, -46.6611104 -23.6022107, -46.6612212 -23.6023319, -46.6612348 -23.6023468, -46.6612533 -23.6023323, -46.661271 -23.6023185, -46.6615279 -23.6021092, -46.6614024 -23.601978))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,2036,,Avenida Ibirapuera,,,,,Mo-Su 09:00-23:00,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6686571 -23.6016182, -46.6685571 -23.601694, -46.6687065 -23.6018594, -46.6688064 -23.6017836, -46.6686571 -23.6016182))",pharmacy,Drogaria São Paulo,Q5308184,,no,pharmacy,Drogaria São Paulo,yes,São Paulo,115,04523-000,Avenida Macuco,,,+55 11 5055-5225;+55 11 5055-7198;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,2024-06-16,,,en:Grupo DPSP,,,,Grupo DPSP,,Indianópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6719077 -23.6034959, -46.6717736 -23.6036031, -46.6716975 -23.603523, -46.6718317 -23.603416, -46.6719077 -23.6034959))",pharmacy,Drogasil,Q5308185,yes,yes,pharmacy,Drogasil,yes,São Paulo,839,04514-103,Rua Tuim,,,,,24/7,2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6737961 -23.6201292, -46.6737421 -23.620173, -46.673882 -23.6203177, -46.673936 -23.6202739, -46.6737961 -23.6201292))",pharmacy,Pague Menos,Q7124466,,,pharmacy,Pague Menos,,São Paulo,777,04617-012,Rua Vieira de Morais,,,,,Mo-Su 08:00-22:00,,,,,,,,,,Campo Belo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6669523 -23.6009494, -46.6668512 -23.6010267, -46.6667426 -23.6009076, -46.6668437 -23.6008303, -46.6669523 -23.6009494))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,296,04515-010,Avenida Lavandisca,,,,,24/7,,,,,,,,,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6338337 -23.5993776, -46.6336944 -23.5993778, -46.6336946 -23.5995455, -46.6338339 -23.5995453, -46.6338337 -23.5993776))",pharmacy,Drogaria São Paulo,Q5308184,yes,no,pharmacy,Drogaria São Paulo,,São Paulo,848,,Rua Loefgren,,,,,,,,,,,,,,,Vila Mariana,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6879696 -23.5760548, -46.6879457 -23.5760935, -46.6879156 -23.5760781, -46.6879392 -23.5760391, -46.6879696 -23.5760548))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,2156,01451-000,Avenida Brigadeiro Faria Lima,,,,,,2025-11-28,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6159929 -23.6059367, -46.6160797 -23.6059156, -46.6160591 -23.6058448, -46.6159711 -23.6058656, -46.6159929 -23.6059367))",pharmacy,,,yes,no,pharmacy,PróSana Farmácia de Manipulação,,São Paulo,369,04133-000,Avenida do Cursino,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58000,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.569304 -23.5438172, -46.5691373 -23.5437849, -46.5691104 -23.5437797, -46.5691537 -23.5435895, -46.5692846 -23.5436148, -46.5693359 -23.5436247, -46.5693464 -23.5436398, -46.5693342 -23.5436908, -46.569304 -23.5438172))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,678,03316-000,Rua Tijuco Preto,,,,,Mo-Su 09:00-23:00,,,,,,,,,,Vila Gomes Cardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6913211 -23.5644191, -46.6912001 -23.5643474, -46.6911641 -23.5643984, -46.691285 -23.564468, -46.6913211 -23.5644191))",pharmacy,,,,,pharmacy,Farmacia Rhamus,,São Paulo,669,05419-000,Avenida Pedroso de Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6569128 -23.5449922, -46.6571234 -23.5449037, -46.6571704 -23.544997, -46.6569601 -23.5450897, -46.6569128 -23.5449922))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,1397,01227-100,Avenida Angélica,,,,,24/7,,,,pt:Drogasil,,,,,,Consolacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6574691 -23.5455617, -46.6574138 -23.5455867, -46.6573957 -23.5455527, -46.6573998 -23.5455509, -46.6574527 -23.5455286, -46.6574691 -23.5455617))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,665,,Rua Piauí,,,,,24/7,,,,,,,,,,Higienópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5249593 -23.5531344, -46.5249166 -23.5531022, -46.5249503 -23.5530631, -46.524976 -23.5530817, -46.5249954 -23.5530965, -46.5249593 -23.5531344))",pharmacy,,,,,pharmacy,Drogaria Mix Farma,,São Paulo,260,,Rua Doutor Jaci Barbosa,,,,,,,,,,,,,,,Vila Carrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6160174 -23.5314418, -46.6161306 -23.5315252, -46.6161866 -23.5314052, -46.6161005 -23.5313736, -46.6160724 -23.5313842, -46.6160405 -23.5314176, -46.6160174 -23.5314418))",pharmacy,,,,,pharmacy,Farmabraz,,São Paulo,51,03028-010,Praça Eduardo Rudge,,,,,,,+55 11 2291-1849,,,,,,Mauricio,,Pari,,,,,,,,,,,,9.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
